단축코드,한글명,group_tag
237880,클리오                                  ST2100910230000 NN N    N  0  N    N0000145000000100001NNN00NNN000000060Y0900000001360280000000005002016110900000000001807100000000000903567650012       0 NN000001,6
241520,DSC인베스트먼트                         ST3101400000000 NN N    N  0  N    N0000070400000100001NNN00NNN000000100N0900000009630500000000005002016121900000000002700000000000001390570150012       0 NN000000173,0
241710,코스메카코리아                          ST1100910230000 NN N    N  0  N    Y0000668000000100001NNN00NNN000000060Y0900000000848220000000005002016102800000000001068000000000000534000000012       0 NN0000028010,7
241790,티이엠씨씨엔에스                        ST3100910270000 NN N    N  0  N    N0000080200000100001NNN00NNN000000100N0900000000619970000000005002016120100000000001000200000000000500131700012       0 NN00000085100,6
243070,휴온스                                  ST2100910240000NNY NNNYNNNN0NNNNNNNN0000291000000100001NNN00NNN000000040Y0900000000481100000000005002016060300000000001197900000000000598983250012       0 NN000003,1
250000,보라티알                                ST3101100000000 NN N    N  0  N    N0000084200000100001NNN00NNN000000100N0900000000241970000000005002017060800000000000675000000000000337536650012       0 NN0000004,6
251970,펌텍코리아                              ST1100910230000 NN N    N  0  N    N0000536000000100001NNN00NNN000000030Y0900000000414180000000005002019070400000000001240000000000000620000000012       0 NN00000197,7
256150,한독크린텍                              ST3100910270000 NN N    N  0  N    N0000055500000100001NNN00NNN000000100N0900000000084400000000005002019090500000000000839500000000000419750000012       0 NN00000068,6
262840,아이퀘스트                              ST3000000000000 NN N    N  0  N    N0000019850000100001NNN00NNN000000100N0900000000426940000000001002021020500000000002113300000000000211339050012       0 NN00000020,1
263020,디케이앤디                              ST3100910230000 NN N    N  0  N    N0000030450000100001NNN00NNN000000100N0900000000474390000000005002018112000000000001449900000000000776320200012       0 NN00000067,6
263690,디알젬                                  ST3100910290000 NN N    N  0  N    N0000055000000100001NNN00NNN000000100N0900000000372340000000005002018112200000000001132500000000000566280500012       0 NN000000,6
263770,유에스티                                ST3100910260000 NN N    N  0  N    N0000019800000100001NNN00NNN000000100N0900000000238090000000001002017040600000000002370000000000000237001720012       0 NN0000007,6
263860,지니언스                                ST3000000000000 NN N    N  0  N    N0000212000000100001NNN00NNN000000060Y0900000000238140000000005002017080200000000000907900000000000472230000012       0 NN0000002,7
264450,유비쿼스                                ST3100910280000 NN N    N  0  N    N0000088400000100001NNN00NNN000000060Y0900000000198080000000005002017033100000000001491800000000000760925000012       0 NN0000005,6
264660,씨앤지하이테크                          ST3100910270000 NN N    N  0  N    N0000150700000100001NNN00NNN000000060Y0900000001543270000000005002018012500000000000972100000000000486058600012       0 NN0000012000,0
264850,이랜시스                                ST3100910280000 NN N    N  0  N    N0000051100000100001NNN00NNN000000100N0900000003443830000000001002017060100000000003029400000000000302946120012       0 NN0000003,7
265560,영화테크                                ST3100910300000 NN N    N  0  N    N0000076400000100001NNN00NNN000000100N0900000000438550000000005002017102600000000001069000000000000534509000012       0 NN0000005,1
267980,매일유업                                ST2100910190000 NN N    N  0  N    Y0000348000000100001NNN00NNN000000040Y0900000000081650000000005002017060500000000000766300000000000392181900012       0 NN0000091,2
272290,이녹스첨단소재                          ST2100910280000 NN N    N  0  N    Y0000249000000100001NNN00NNN000000040Y0900000001355190000000005002017071000000000002022700000000001011382900012       0 NN0000022450,1
277070,린드먼아시아                            ST3101400000000 NN N    N  0  N    N0000049750000100001NNN00NNN000000100N0900000000130670000000005002018031400000000001369200000000000684600000012       0 NN000000035,0
294570,쿠콘                                    ST2000000000000 NN N    N  0  N    N0000356000000100001NNN00NNN000000060Y0900000000717240000000005002021042800000000001009100000000000512734250012       0 NN00000,7
298540,더네이쳐홀딩스                          ST3100910200000 NN N    N  0  N    N0000096100000100001NNN00NNN000000050Y0900000000216280000000005002020072700000000001448600000000000742412800012       0 NN0000022550,6
309960,LB인베스트먼트                          ST3101400000000 NN N    N  0  N    N0000051000000100001NNN00NNN000000100N0900000001031350000000010002023032900000000002321700000000002321723900012       0 NN000000122,0
310200,애니플러스                              ST2101500000000 NN N    N  0  N    N0000037150000100001NNN00NNN000000060Y0900000003989690000000001002018122100000000005216200000000000521628360012       0 NN00000058,1
311320,지오엘리먼트                            ST3100910280000 NN N    N  0  N    N0000069600000100001NNN00NNN000000100N0900000000383880000000005002021111100000000001261400000000000630728000012       0 NN000000259,0
318000,KBG                                     ST3100910230000 NN N    N  0  N    N0000052400000100001NNN00NNN000000100N0900000001170570000000002002019080100000000000874000000000000174804460012       0 NN000,6
318410,비비씨                                  ST3100910230000 NN N    N  0  N    N0000085000000100001NNN00NNN000000100N0900000000162300000000005002020092100000000000555500000000000277762150012       0 NN000000,6
319660,피에스케이                              ST2100910270000 NN N    N  0  N    Y0000384000000100001NNN00NNN000000060Y0900000003237700000000005002019051000000000002896600000000001462418850012       0 NN00000210,7
321260,프로이천                                ST3100910280000 NN N    N  0  N    N0000020150000100001NNN00NNN000000100N0900000001785440000000001002019053100000000002819200000000000281920840012       0 NN0000001,0
330730,스톤브릿지벤처스                        ST3101400000000 NN N    N  0  N    N0000047450000100001NNN00NNN000000100N0900000000394270000000005002022022500000000001815000000000000907541500012       0 NN00000014200,0
337930,젝시믹스                                ST3000000000000 NN N    N  0  N    N0000045650000100001NNN00NNN000000060Y0900000000731370000000005002020081300000000002967600000000001509390100012       0 NN0000012,1
352090,스톰테크                                ST3100910230000 NN N    N  0  N    N0000036500000100001NNN00NNN000000100N0900000000467480000000001002023112000000000002687200000000000268729980012       0 NN0000003,1
356890,싸이버원                                ST3000000000000 NN N    N  0  N    N0000041700000100001NNN00NNN000000100N0900000003761690000000002002021031100000000001195300000000000239076500012       0 NN0000001,6
357230,에이치피오                              ST3100910190000 NN N    N  0  N    N0000025150000100001NNN00NNN000000100N0900000000621190000000005002021051400000000004129300000000002104474350012       0 NN00000130,0
359090,씨엔알리서치                            ST3100600000000 NN N    N  0  N    N0000009430000100001NNN00NNN000000100N0900000000782620000000001002020092300000000005747000000000000574707170012       0 NN000000340,0
365330,에스와이스틸텍                          ST3100910260000 NN N    N  0  N    N0000033650000100001NNN00NNN000000060Y0900000007970130000000005002023111300000000005017100000000002508550000012       0 NN0000011700,7
376180,피코그램                                ST3100910310000 NN N    N  0  N    N0000026550000100001NNN00NNN000000100N0900000001221540000000001002021110300000000001856100000000000186610380012       0 NN0000003,1
383310,에코프로에이치엔                        ST2100910230000 NN N    N  0  N    Y0000283500000100001NNN00NNN000000060Y0900000001200180000000005002021052800000000002097400000000001048746600012       0 NN00000073400,0
416180,신성에스티                              ST2100910300000 NN N    N  0  N    N0000449000000100001NNN00NNN000000060Y0900000004264100000000005002023101900000000000903900000000000451988900012       0 NN00000053,4
417500,제이아이테크                            ST3100910230000 NN N    N  0  N    N0000030200000100001NNN00NNN000000100N0900000001746530000000001002022110400000000003278400000000000327847440012       0 NN000000242,1
417970,모델솔루션                              ST3100910270000 NN N    N  0  N    N0000128000000100001NNN00NNN000000100N0900000000749380000000005002022100700000000000639600000000000319835000012       0 NN00000034,0
419120,산돌                                    ST3000000000000 NN N    N  0  N    N0000045900000100001NNN00NNN000000100N0900000001750950000000005002022102700000000001513300000000000756675350012       0 NN00000,1
425040,티이엠씨                                ST3100910230000 NN N    N  0  N    N0000092500000100001NNN00NNN000000060Y0900000001124950000000005002023011900000000002132900000000001066454100012       0 NN0000013,0
443250,레뷰코퍼레이션                          ST3100600000000 NN N    N  0  N    N0000094100000100001NNN00NNN000000060Y0900000000890740000000005002023100600000000001112100000000000581244300012       0 NN0000002590,7
445180,퓨릿                                    ST3100910230000 NN N    N  0  N    N0000077300000100001NNN00NNN000000100N0900000002134010000000005002023101800000000001718900000000000859459400012       0 NN00000,1
448710,코츠테크놀로지                          ST3100910280000 NN N    N  0  N    N0000175500000100001NNN00NNN000000100N0900000000680310000000001002023081000000000000526000000000000062561470012       0 NN0000006500,1
460930,현대힘스                                ST1100910300000 NN N    N  0  N    N0000220500000100001NNN00NNN000000060Y0900000013217100000000005002024012600000000003547900000000001773993550012       0 NN0000012,7
471820,셀로맥스사이언스                        ST3100910190000 NN N    N  0  N    N0000051500000100001NNN00NNN000000100N0900000000134180000000001002024121300000000001176500000000000117652030012       0 NN00000012400,0
472850,폰드그룹                                ST2101100000000 NN N    N  0  N    N0000078600000100001NNN00NNN000000100N0900000001936220000000005002024020200000000003234300000000001617196650012       0 NN0000021,1
950140,잉글우드랩                              DR 000000000000 NN N    N  0  N    N0000123000000100001NNN00NNN000000060Y0900000002215600000000000002016101400000000001986700000000000000000000012       0 NN00000100,0
