단축코드,한글명,시가총액,per,pbr,ROE,부채비율,배당수익률
389470,인벤티지랩                              ST2100600000000 NN N    N  0  N    N0000479500000100001NNN00NNN000000100N0900000003726840000000005002022112200000000001236900000000000618453450012       0 NN00000001,6308.0,-30.3,15.82,-25.51,105.08,0.0
389500,에스비비테크                            ST3100910270000 NN N    N  0  N    N0000242500000100001NNN00NNN000000100N0900000000854160000000005002022101700000000000633300000000000316695200012       0 NN000000055,1672.0,-182.07,13.42,-7.55,137.95,0.0
389650,넥스트바이오메디컬                      ST2100910290000 NN N    N  0  N    N0000598000000100001NNN00NNN000000100N0900000000898420000000005002024082000000000000812600000000000406346800012       0 NN000000095-00,4917.0,156.33,10.83,14.56,30.21,0.0
389680,유디엠텍                                ST3000000000000 NN N    N  0  N    N0000005680000100001NNN00NNN000000100N0900000002209980000000001002024112000000000004159200000000000415924650012       0 NN0000000,236.0,-4.37,1.75,-60.86,39.31,0.0
391710,코닉오토메이션                          ST3100910270000 NN N    N  0  N    N0000027500000100001NNN00NNN000000100N0900000139479460000000001002021101500000000004206500000000000420650860012       0 NN0000005550,1167.0,111.0,4.47,3.92,50.21,0.0
393210,토마토시스템                            ST3000000000000 NN N    N  0  N    N0000061800000100001NNN00NNN000000100N0900000001269900000000005002023042700000000001561400000000000780727200012       0 NN000000114,956.0,-59.42,3.21,-7.57,118.03,0.0
393890,더블유씨피                              ST2100910280000 NN N    N  0  N    N0000080400000100001NNN00NNN000000100N0900000003771830000000005002022093000000000003384300000000001692157200012       0 NN00000054,2663.0,-3.69,0.27,-12.87,109.54,0.0
393970,대진첨단소재                            ST3100910230000 NN N    N  0  N    N0000073300000100001NNN00NNN000000100N0900000007138500000000005002025030600000000001482400000000000741241000012       0 NN000000325,1090.0,-99.32,1.41,-30.63,135.72,0.0
394280,오픈엣지테크놀로지                      ST2000000000000 NN N    N  0  N    Y0000129000000100001NNN00NNN000000100N0900000001539850000000001002022092600000000002203200000000000220324690012       0 NN000000074-00,2825.0,-10.83,5.24,-58.79,62.44,0.0
394800,쓰리빌리언                              ST2100600000000 NN N    N  0  N    N0000088000000100001NNN00NNN000000100N0900000006871110000000001002024111400000000003172100000000000317215390012       0 NN00000005,2922.0,-40.04,10.33,-32.81,6.88,0.0
396270,넥스트칩                                ST3100910280000 NN N    N  0  Y    N0000031450000100001NNN00NNN000000100N0900000012703000000000005002022070100000000001989800000000000994913000012       0 NN0000003,596.0,-2.62,6.15,-108.47,530.27,0.0
396300,세아메카닉스                            ST3100910260000 NN N    N  0  N    N0000033400000100001NNN00NNN000000100N0900000006838660000000001002022032400000000002648900000000000264895000012       0 NN000000923,875.0,34.43,1.2,3.59,84.09,0.0
396470,워트                                    ST3100910270000 NN N    N  0  N    N0000076700000100001NNN00NNN000000100N0900000000494690000000001002023102600000000001612000000000000161200000012       0 NN00000,1233.0,36.43,1.95,4.57,1.84,50.0
397030,에이프릴바이오                          ST2100600000000 NN N    N  0  N    N0000305000000100001NNN00NNN000000100N0900000006516830000000010002022072800000000002296500000000002296524400012       0 NN0000002750,7601.0,36.82,8.16,26.9,9.46,0.0
397810,애드포러스                              ST0100600000000 NN N    N  0  N    N0000093500000100001NNN00NNN000000100N0900000000689640000000005002025082200000000000516000000000000258038500012       0 NN00000017,485.0,15.56,2.39,14.89,23.51,0.0
398120,에스지헬스케어                          ST3100910290000 NN N    N  0  N    N0000028450000100001NNN00NNN000000100N0900000000571300000000001002024121900000000001130900000000000113097000012       0 NN000000078-,329.0,-9.09,1.38,-6.95,41.94,0.0
399720,가온칩스                                ST2100910280000 NN N    N  0  N    Y0000542000000100001NNN00NNN000000060Y0900000000898590000000005002022052000000000001160000000000000580021000012       0 NN0000002,6171.0,81.22,8.9,-30.06,123.59,0.0
402030,코난테크놀로지                          ST2000000000000 NN N    N  0  N    N0000252500000100001NNN00NNN000000100N0900000000498500000000005002022070700000000001151700000000000575874400012       0 NN000000263-,3133.0,-22.86,15.9,-53.3,126.18,0.0
402490,그린리소스                              ST3100910280000 NN N    N  0  N    N0000080100000100001NNN00NNN000000100N0900000001582080000000005002023112400000000001655800000000000827944400012       0 NN00000045,1345.0,58.0,2.26,13.14,95.57,0.0
403490,우듬지팜                                ST3100910190000 NN N    N  0  N    N0000016450000100001NNN00NNN000000100N0900000004145490000000001002023091900000000004555100000000000455514640012       0 NN0000003,747.0,25.25,1.82,2.66,85.27,0.0
403870,HPSP                                    ST1100910270000 NY N    N  0  N    Y0000351500000100001NNN00NNN000000030Y0900000007449760000000005002022071500000000008349800000000004174928400012       0 NY000,28891.0,33.27,7.84,31.09,15.11,120.0
405000,플라즈맵                                ST3100910290000 NN N    N  0  N    N0000080000000100001NNY00NNN000000100N0900000000088160000000005002022102100000000000383800000000000191922200012       0 NN0000000,321.0,-0.91,4.81,-105.9,140.63,0.0
405100,큐알티                                  ST3100600000000 NN N    N  0  N    N0000161800000100001NNN00NNN000000060Y0900000000797270000000005002022110200000000001228900000000000614465050012       0 NN000000,1977.0,69.06,1.97,2.79,39.1,96.0
405920,나라셀라                                ST3101100000000 NN N    N  0  N    N0000024350000100001NNN00NNN000000100N0900000000069950000000050002023060200000000001287800000000006439038000012       0 NN0000003,314.0,-5.51,0.48,0.26,86.38,0.0
406820,뷰티스킨                                ST3100910230000 NN N    N  0  N    N0000118200000100001NNN00NNN000000100N0900000000278380000000005002023072400000000000353400000000000176702000012       0 NN0000003,407.0,-8.05,1.19,-23.04,153.92,0.0
407400,꿈비                                    ST3100910310000 NN N    N  0  N    N0000050500000100001NNN00NNN000000100N0900000000592860000000001002023020900000000001463400000000000148145340012       0 NN00000,726.0,-22.86,1.81,-2.87,47.15,0.0
408900,스튜디오미르                            ST3101500000000 NN N    N  0  N    N0000040850000100001NNN00NNN000000100N0900000004713260000000001002023020700000000003272900000000000328312260012       0 NN000000074,1337.0,1361.67,3.41,-9.88,11.33,0.0
408920,메쎄이상                                ST3100600000000 NN N    N  0  N    N0000027400000100001NNN00NNN000000100N0900000000454530000000001002022030700000000004323200000000000432324550012       0 NN0000003,1174.0,8.67,1.67,22.65,25.9,100.0
411080,샌즈랩                                  ST3000000000000 NN N    N  0  N    N0000080600000100001NNN00NNN000000100N0900000001589290000000001002023021500000000001526700000000000152676380012       0 NN000000,1237.0,-53.64,2.59,-4.47,5.98,0.0
412350,레이저쎌                                ST3100910270000 NN N    N  0  N    N0000021000000100001NNN00NNN000000100N0900000001753200000000005002022062400000000000872600000000000436348600012       0 NN0000000,192.0,-2.31,0.67,-54.52,83.09,0.0
412540,제일엠앤에스                            ST3100910270000 NN N    N  0  Y    N0000039350000100001YNY00NNN000000100N0900000000000000000000005002024043000000000002060000000000001030033250012       0 NN000001208,811.0,-0.64,-4.27,0.0,0.0,0.0
413390,엠오티                                  ST3100910270000 NN N    N  0  N    N0000077100000100001NNN00NNN000000100N0900000006357970000000005002024111800000000001158000000000000579009000012       0 NN000000,884.0,12.55,1.54,-2.69,93.66,20.0
413630,씨피시스템                              ST3100910230000 NN N    N  0  N    N0000040550000100001NNN00NNN000000100N0900000248853840000000001002022033100000000003643600000000000402834250012       0 NN00000010,1479.0,-13.53,3.05,4.09,6.15,60.0
413640,비아이매트릭스                          ST3000000000000 NN N    N  0  N    N0000127000000100001NNN00NNN000000100N0900000000691220000000005002023110900000000000720600000000000360347000012       0 NN0000003090,933.0,25.32,3.04,12.68,58.77,0.0
415380,스튜디오삼익                            ST3101100000000 NN N    N  0  N    N0000023000000100001NNN00NNN000000100N0900000000816940000000005002024020600000000001144200000000000592707400012       0 NN000001079,269.0,8.02,0.77,13.41,36.01,50.0
416180,신성에스티                              ST2100910300000 NN N    N  0  N    N0000449000000100001NNN00NNN000000060Y0900000004264100000000005002023101900000000000903900000000000451988900012       0 NN00000053,3851.0,54.2,3.62,3.88,69.63,40.0
417010,나노팀                                  ST3100910270000 NN N    N  0  N    N0000049350000100001NNN00NNN000000100N0900000000592310000000005002023030300000000002017200000000001008636400012       0 NN000000,1005.0,-26.35,2.2,-2.04,127.74,0.0
417180,핑거스토리                              ST3000000000000 NN N    N  0  N    N0000020400000100001NNN00NNN000000100N0900000001331230000000001002022120800000000001754800000000000175486230012       0 NN00000018,359.0,20.45,1.33,6.74,40.99,0.0
417200,LS머트리얼즈                            ST1100910280000 NY N    N  0  N    Y0000120400000100001NNN00NNN000000060Y0900000023059020000000005002023121200000000006765200000000003382632950012       0 NY00000074,9065.0,159.52,4.91,-0.93,28.88,0.0
417500,제이아이테크                            ST3100910230000 NN N    N  0  N    N0000030200000100001NNN00NNN000000100N0900000001746530000000001002022110400000000003278400000000000327847440012       0 NN000000242,998.0,9.31,1.3,10.22,68.92,100.0
417790,트루엔                                  ST3100910280000 NN N    N  0  N    N0000081000000100001NNN00NNN000000100N0900000000296130000000001002023051700000000001099900000000000109996500012       0 NN000000,901.0,6.27,0.86,15.23,6.44,230.0
417840,저스템                                  ST3100910270000 NN N    N  0  N    N0000108600000100001NNN00NNN000000100N0900000000775230000000005002022102800000000000726200000000000363137500012       0 NN000000,768.0,-35.86,1.56,12.63,57.65,0.0
417860,오브젠                                  ST3000000000000 NN N    N  0  Y    N0000131100000100001NNN00NNN000000100N0900000000138650000000005002023013000000000000445000000000000222536950012       0 NN000000,623.0,-17.54,6.21,-36.08,194.98,0.0
417970,모델솔루션                              ST3100910270000 NN N    N  0  N    N0000128000000100001NNN00NNN000000100N0900000000749380000000005002022100700000000000639600000000000319835000012       0 NN00000034,822.0,15.54,1.23,4.95,35.15,42.0
418250,시큐레터                                ST3000000000000 NN N    N  0  N    N0000065500000100001YNY00NNN000000100N0900000000000000000000005002023082400000000000693700000000000346862850012       0 NN0000000,454.0,-4.82,6.6,-82.1,58.39,0.0
418420,라온텍                                  ST3100910280000 NN N    N  0  N    N0000042950000100001NNN00NNN000000100N0900000002635640000000001002023030900000000003033700000000000319575580012       0 NN000000,1311.0,-20.0,7.88,-34.52,74.55,0.0
418470,KT밀리의서재                            ST3000000000000 NN N    N  0  N    N0000130000000100001NNN00NNN000000100N0900000000409280000000005002023092700000000000856300000000000428189450012       0 NN00000072,1119.0,9.62,1.58,17.95,25.22,0.0
418550,제이오                                  ST2100600000000 NN N    N  0  N    N0000089200000100001NNN00NNN000000100N0900000001351720000000001002023021600000000003201700000000000320176730012       0 NN000000,2750.0,-30.79,1.54,-5.67,24.75,0.0
418620,E8                                      ST3000000000000 NN N    N  0  N    N0000022900000100001NNN00NNN000000100N0900000000576090000000005002024022300000000001285000000000000642523850012       0 NN000,322.0,-2.33,3.41,-125.5,99.0,0.0
419050,삼기에너지솔루션즈                      ST3100910300000 NN N    N  0  N    N0000021000000100001NNN00NNN000000100N0900000008789760000000001002023020300000000005719600000000000571962400012       0 NN000000654000,1187.0,-188.64,1.61,1.21,178.17,0.0
419080,엔젯                                    ST3100910270000 NN N    N  0  N    N0000059500000100001NNN00NNN000000100N0900000000511420000000005002022111800000000001058000000000000529048850012       0 NN00000,635.0,-18.13,1.39,-18.39,15.7,0.0
419120,산돌                                    ST3000000000000 NN N    N  0  N    N0000045900000100001NNN00NNN000000100N0900000001750950000000005002022102700000000001513300000000000756675350012       0 NN00000,714.0,13.56,1.16,9.29,27.87,36.0
419530,SAMG엔터                                ST1101500000000 NN N    N  0  N    N0000556000000100001NNN00NNN000000100N0900000002070940000000005002022120600000000000973400000000000486725750012       0 NN00000,5549.0,-25.19,16.88,137.78,92.07,0.0
419540,비스토스                                ST3100910290000 NN N    N  0  N    N0000017470000100001NNN00NNN000000100N0900000042383130000000001002022101800000000002299200000000000229925110012       0 NN0000002,393.0,46.19,2.01,4.47,10.4,0.0
420570,제이투케이바이오                        ST3100910230000 NN N    N  0  N    N0000087700000100001NNN00NNN000000100N0900000000461900000000005002024032500000000000584700000000000292374150012       0 NN00000015800,506.0,-30.03,1.58,7.05,11.53,40.0
420770,기가비스                                ST2100910270000 NN N    N  0  N    Y0000346500000100001NNN00NNN000000060Y0900000000482800000000002002023052400000000001267500000000000253515160012       0 NN0000002,4386.0,128.62,2.13,1.63,11.65,400.0
424760,벨로크                                  ST3000000000000 NN N    N  0  N    N0000009900000100001NNN00NNN000000100N0900000000786470000000001002022072200000000001966500000000000196650020012       0 NN000000,196.0,-16.33,0.79,-4.75,58.26,0.0
424870,이뮨온시아                              ST2100600000000 NN N    N  0  N    N0000058100000100001NNN00NNN000000100N0900000009278270000000005002025051900000000007416500000000003708253450012       0 NN00000000,4331.0,-73.92,21.87,0.0,34.86,0.0
424960,스마트레이더시스템                      ST3100910290000 NN N    N  0  N    N0000078300000100001NNN00NNN000000100N0900000001479210000000005002023082200000000001567700000000000783867000012       0 NN000000047-00,1297.0,-19.88,8.02,-18.65,98.36,0.0
424980,마이크로투나노                          ST3100910280000 NN N    N  0  N    N0000110900000100001NNN00NNN000000100N0900000006326350000000005002023042600000000000591800000000000295944500012       0 NN000000102-,647.0,-8.23,2.14,-24.67,74.21,0.0
425040,티이엠씨                                ST3100910230000 NN N    N  0  N    N0000092500000100001NNN00NNN000000060Y0900000001124950000000005002023011900000000002132900000000001066454100012       0 NN0000013,1992.0,15.44,1.06,5.86,55.4,20.0
425420,티에프이                                ST2100910280000 NN N    N  0  N    N0000387500000100001NNN00NNN000000060Y0900000002263480000000001002022111700000000001196000000000000119607100012       0 NN0000004,4874.0,318.36,5.55,15.19,64.79,0.0
429270,시지트로닉스                            ST3100910280000 NN N    N  0  N    N0000047150000100001NNN00NNN000000100N0900000000312220000000005002023080300000000000465800000000000232907500012       0 NN000000122,256.0,-4.35,1.05,-21.67,42.75,0.0
430690,한싹                                    ST3000000000000 NN N    N  0  N    N0000056600000100001NNN00NNN000000100N0900000004119460000000005002023100400000000001089500000000000544766350012       0 NN00000,614.0,512.73,1.72,-9.61,40.43,0.0
431190,케이쓰리아이                            ST3000000000000 NN N    N  0  N    N0000045900000100001NNN00NNN000000100N0900000001494380000000005002024082000000000000748600000000000374322100012       0 NN000000061,358.0,-10.65,1.18,-16.77,10.38,0.0
432430,와이랩                                  ST3101500000000 NN N    N  0  N    N0000047050000100001NNN00NNN000000100N0900000000770820000000005002023072000000000001650800000000000825416000012       0 NN000000,767.0,-9.05,2.23,-21.29,35.97,0.0
432470,케이엔에스                              ST3100910270000 NN N    N  0  N    N0000114100000100001NNN00NNN000000100N0900000000289730000000001002023120600000000000877100000000000087715560012       0 NN00000026,992.0,49.82,1.81,7.12,44.08,0.0
432720,퀄리타스반도체                          ST3100910280000 NN N    N  0  N    N0000168100000100001NNN00NNN000000100N0900000001842520000000005002023102700000000001409200000000000704630600012       0 NN000000061-,2342.0,-10.69,4.57,-48.62,26.36,0.0
432980,엠에프씨                                ST3100910240000 NN N    N  0  N    N0000038450000100001NNN00NNN000000100N0900000000023580000000005002024122600000000000859100000000000429587100012       0 NN0000002,328.0,-27.68,1.07,-5.13,28.5,0.0
434480,모니터랩                                ST3000000000000 NN N    N  0  N    N0000042850000100001NNN00NNN000000100N0900000002615890000000001002023051900000000001231000000000000123103000012       0 NN0000000,521.0,26.14,1.43,-4.49,21.92,0.0
435570,에르코스                                ST3100910190000 NN N    N  0  N    N0000103300000100001NNN00NNN000000100N0900000000203950000000005002025022800000000000761600000000000380849150012       0 NN0000001,795.0,77.33,1.88,-36.88,96.07,0.0
437730,삼현                                    ST2100910300000 NN N    N  0  N    N0000329500000100001NNN02NNN000000100N0900000016090960000000005002024032100000000003170700000000001585378350012       0 NN00000,9909.0,113.64,8.62,10.09,23.24,10.0
438700,버넥트                                  ST3000000000000 NN N    N  0  N    N0000036450000100001NNN00NNN000000100N0900000000536930000000005002023072600000000001114400000000000557244500012       0 NN000000,413.0,-3.26,1.27,-30.78,39.46,0.0
439090,마녀공장                                ST2100910230000 NN N    N  0  N    N0000167000000100001NNN00NNN000000060Y0900000003669450000000001002023060800000000001637800000000000163782600012       0 NN0000005,2681.0,16.39,2.36,8.1,7.6,0.0
439580,블루엠텍                                ST3101100000000 NN N    N  0  N    N0000050100000100001NNN00NNN000000100N0900000006625500000000001002023121300000000003382500000000000338259600012       0 NN0000007,1695.0,-34.79,3.56,-18.2,164.41,0.0
440110,파두                                    ST2100910280000 NN N    N  0  N    N0000245500000100001NNN00NNN000000100N0900000007644710000000001002023080700000000004945100000000000494516330012       0 NN00000,12561.0,-13.78,13.05,-63.85,61.49,0.0
440290,HB인베스트먼트                          ST3101400000000 NN N    N  0  N    N0000021550000100001NNN00NNN000000100N0900000001112580000000005002024012500000000002710700000000001355350500012       0 NN000000152,579.0,9.45,0.66,8.28,5.23,40.0
440320,오픈놀                                  ST3000000000000 NN N    N  0  N    N0000041200000100001NNN00NNN000000100N0900000000568480000000001002023063000000000000983000000000000098300000012       0 NN000000,400.0,29.67,0.97,-5.84,90.41,0.0
441270,파인엠텍                                ST2100910280000 NN N    N  0  N    N0000085700000100001NNN00NNN000000060Y0900000009255650000000005002022100700000000003764000000000001882003650012       0 NN0000012,3286.0,-18.77,2.31,-12.33,128.27,0.0
442770,IBKS제21호스팩                          ST3101400000000 NN N    Y  0  N    N0000018620000100001YNN00NNN000000100N0900000000000000000000001002022121600000000000421000000000000042100000012       0 NN0000000,78.0,42.32,0.9,2.17,18.65,0.0
443250,레뷰코퍼레이션                          ST3100600000000 NN N    N  0  N    N0000094100000100001NNN00NNN000000060Y0900000000890740000000005002023100600000000001112100000000000581244300012       0 NN0000002590,1047.0,16.14,2.21,9.49,68.23,53.2
443670,에스피소프트                            ST3101100000000 NN N    N  0  N    N0000057700000100001NNN00NNN000000060Y0900000000808780000000001002024021500000000002474100000000000247413920012       0 NN000000272,1413.0,439.23,2.2,4.34,23.24,0.0
444530,심플랫폼                                ST3000000000000 NN N    N  0  N    N0000093100000100001NNN00NNN000000100N0900000000641450000000005002025032100000000000639000000000000319544150012       0 NN0000000,628.0,-6.34,18.29,-1583.24,161.81,0.0
444920,유안타제11호스팩                        ST3101400000000 NN N    Y  0  N    N0000020750000100001NNN00NNN000000100N0900000000397430000000001002023090100000000000524000000000000052400000012       0 NN0000000000,109.0,42.55,1.02,2.41,15.1,0.0
445090,에이직랜드                              ST2100910280000 NN N    N  0  N    N0000317000000100001NNN00NNN000000100N0900000000921810000000005002023111300000000001087100000000000543583000012       0 NN00000030,3441.0,-24.2,4.04,-34.46,161.87,0.0
445180,퓨릿                                    ST3100910230000 NN N    N  0  N    N0000077300000100001NNN00NNN000000100N0900000002134010000000005002023101800000000001718900000000000859459400012       0 NN00000,1339.0,11.05,1.4,13.39,11.4,24.0
445680,큐리옥스바이오시스템즈                  ST2100910290000 NN N    N  0  N    N0000695000000100001NNN00NNN000000100N0900000003186670000000005002023081000000000001708600000000000854302050012       0 NN000000019-0000,12934.0,-150.5,25.1,-115.34,140.13,0.0
446150,유안타제12호스팩                        ST3101400000000 NN N    Y  0  N    N0000023050000100001YNN00NNN000000100N0900000000000000000000001002023031700000000000477000000000000047700000012       0 NN000000000-,110.0,51.22,1.13,2.23,10.88,0.0
446540,메가터치                                ST3100910280000 NN N    N  0  N    N0000040250000100001NNN00NNN000000100N0900000002515350000000005002023110900000000002077100000000001038550000012       0 NN0000005,842.0,16.69,1.53,9.57,17.95,0.0
446840,지슨                                    ST3100910290000 NN N    N  0  N    N0000016900000100001NNN00NNN000000100N0900000002084220000000001002023051700000000005526200000000000552622930012       0 NN00000,939.0,-70.79,29.29,-35.05,202.76,0.0
448280,에코아이                                ST2100600000000 NN N    N  0  N    N0000113300000100001NNN00NNN000000100N0900000000246080000000005002023112100000000002963100000000001481556450012       0 NN0000000,3259.0,144.74,2.54,-2.01,10.96,100.0
448370,하나27호스팩                            ST3101400000000 NN N    Y  0  N    N0000021200000100001NNY00NNN000000100N0900000000525120000000001002023040600000000000562000000000000056200000012       0 NN00000000,119.0,53.0,1.08,2.07,14.77,0.0
448710,코츠테크놀로지                          ST3100910280000 NN N    N  0  N    N0000175500000100001NNN00NNN000000100N0900000000680310000000001002023081000000000000526000000000000062561470012       0 NN0000006500,928.0,11.07,1.86,19.84,45.5,150.0
448760,IBKS제22호스팩                          ST3101400000000 NN N    Y  0  N    N0000041750000100001NNN00NNN000000100N0900000028302070000000001002023040600000000000443000000000000044300000012       0 NN0000000,184.0,125.61,2.08,1.69,15.61,0.0
448830,미래에셋비전스팩3호                     ST3101400000000 NN N    Y  0  N    N0000024500000100001NNN00NNN000000100N0900000002414630000000001002023040700000000000492000000000000049200000012       0 NN000000000000,120.0,57.86,1.19,2.06,23.17,0.0
448900,한국피아이엠                            ST3100910300000 NN N    N  0  N    N0000267000000100001NNN00NNN000000100N0900000004487450000000005002025040400000000000600400000000000300222850012       0 NN000000176,2084.0,58.81,3.91,-6.12,47.77,0.0
450050,하이제8호스팩                           ST3101400000000 NN N    Y  0  N    N0000021000000100001NNN00NNN000000100N0900000000010860000000001002023062200000000000501400000000000050140000012       0 NN000000000,105.0,46.67,1.09,2.34,10.95,0.0
450330,하스                                    ST3100910240000 NN N    N  0  N    N0000065900000100001NNN00NNN000000100N0900000000262140000000005002024070300000000000818600000000000409342150012       0 NN00000,536.0,25.29,1.13,0.98,20.08,14.0
450520,인스웨이브                              ST3000000000000 NN N    N  0  N    N0000037200000100001NNN00NNN000000100N0900000000674010000000005002023092500000000001470400000000000735228900012       0 NN00000017,538.0,-27.52,1.22,-16.23,32.24,0.0
450940,유안타제14호스팩                        ST3101400000000 NN N    Y  0  N    N0000020950000100001NNN00NNN000000100N0900000000001680000000001002023072700000000000454000000000000045400000012       0 NN0000000000,95.0,47.61,1.04,2.19,24.04,0.0
450950,아스테라시스                            ST2100910290000 NN N    N  1  N    N0000150100000100001NNN00NNN000000040Y0900000001659330000000001002025012400000000003750700000000000375070920012       0 NN000000170,5622.0,91.96,24.98,22.89,13.41,54.0
451220,아이엠티                                ST3100910270000 NN N    N  0  N    N0000101300000100001NNN00NNN000000100N0900000000473510000000005002023101000000000000787400000000000393730550012       0 NN0000001,801.0,-22.16,2.78,-13.93,106.84,0.0
451250,삐아                                    ST3100910230000 NN N    N  0  N    N0000112300000100001NNN00NNN000000100N0900000009729840000000005002024042500000000001022500000000000511293850012       0 NN00000,1086.0,177.0,2.47,7.84,19.96,30.0
451700,엔에이치스팩29호                        ST3101400000000 NN N    Y  0  N    N0000021000000100001NNN00NNN000000100N0900000000924920000000001002023062300000000001435000000000000143500000012       0 NN000000000-,301.0,52.5,1.07,2.07,9.34,0.0
451760,컨텍                                    ST3000000000000 NN N    N  0  N    N0000085400000100001NNN00NNN000000100N0900000000532330000000005002023110900000000001525200000000000762609800012       0 NN00000,1325.0,-5.72,1.37,-20.37,47.05,0.0
452160,제이엔비                                ST3100910270000 NN N    N  0  N    N0000074000000100001NNN00NNN000000100N0900000000864300000000001002023112400000000000961700000000000190370270012       0 NN0000000,700.0,35.17,1.84,7.04,78.06,0.0
452190,한빛레이저                              ST3100910270000 NN N    N  0  N    N0000053100000100001NNN00NNN000000100N0900000005836940000000001002024010400000000002336600000000000257515570012       0 NN00000008,1290.0,-60.66,4.55,-2.18,30.52,0.0
452200,민테크                                  ST3100910290000 NN N    N  0  N    N0000028200000100001NNN00NNN000000100N0900000005289080000000001002024050300000000002361900000000000236198000012       0 NN000000,692.0,-4.74,2.32,-62.57,121.22,0.0
452280,한선엔지니어링                          ST3100910260000 NN N    N  0  N    N0000107500000100001NNN00NNN000000060Y0900000009920170000000005002023112400000000001727400000000000863707500012       0 NN0000004850,1869.0,44.34,3.15,7.3,34.0,0.0
452300,캡스톤파트너스                          ST3101400000000 NN N    N  0  N    N0000026800000100001NNN00NNN000000100N0900000000906480000000002002023111500000000001411900000000000282390100012       0 NN0000000970,377.0,20.54,1.16,5.78,14.82,13.0
452400,이닉스                                  ST3100910300000 NN N    N  0  N    N0000111400000100001NNN00NNN000000100N0900000000630010000000005002024020100000000000907100000000000453571400012       0 NN000000,999.0,95.74,0.81,0.56,15.65,40.0
452430,사피엔반도체                            ST2100910280000 NN N    N  0  N    N0000305000000100001NNN00NNN000000100N0900000000572370000000001002024021900000000000821800000000000082180460012       0 NN000000080,2461.0,-14.07,14.75,-125.23,89.97,0.0
452450,피아이이                                ST2100910270000 NN N    N  0  N    N0000081100000100001NNN00NNN000000060Y0900000005200360000000001002025020400000000003587800000000000358785000012       0 NN0000003,2982.0,25.49,5.13,-26.97,67.32,0.0
452670,상상인제4호스팩                         ST3101400000000 NN N    Y  0  N    N0000020800000100001NNN00NNN000000100N0900000000064330000000001002023091400000000000522000000000000052200000012       0 NN0000000000,109.0,41.6,1.08,2.61,12.59,0.0
452980,신한제11호스팩                          ST3101400000000 NN N    Y  0  N    N0000020750000100001NNN00NNN000000100N0900000000383150000000001002023100400000000001890500000000000189050000012       0 NN000000000,392.0,45.11,1.03,2.3,12.96,0.0
453450,그리드위즈                              ST3100600000000 NN N    N  0  N    N0000184100000100001NNN00NNN000000100N0900000000271910000000002002024061400000000000794200000000000158855000012       0 NN00000048,1426.0,-43.57,1.09,-1.98,22.73,0.0
453860,에이에스텍                              ST3100910230000 NN N    N  0  N    N0000155100000100001NNN00NNN000000100N0900000000406140000000005002023112800000000000565700000000000282860750012       0 NN00000042,889.0,9.37,1.57,18.37,58.49,0.0
454640,하나29호스팩                            ST3101400000000 NN N    Y  0  N    N0000021100000100001NNN00NNN000000100N0900000000121200000000001002023062800000000000540100000000000054010000012       0 NN00000000,114.0,57.03,1.12,1.96,12.58,0.0
454750,하나28호스팩                            ST3101400000000 NN N    Y  0  N    N0000000000000100001YNN00NNN000000100N0900000000000000000000001002023081000000000000720200000000000072020000012       0 NN00000000,0.0,0.0,0.0,2.24,18.65,0.0
455180,케이지에이                              ST0100910270000 NN N    N  0  N    N0000053200000100001NNN00NNN000000100N0900000002161430000000005002025061700000000001261700000000000630885100012       0 NN00000051,683.0,23.12,2.71,14.86,201.15,0.0
455250,KB제25호스팩                            ST3101400000000 NN N    Y  0  N    N0000021000000100001NNN00NNN000000100N0900000000030340000000001002023062300000000000430500000000000043050000012       0 NN0000000,90.0,53.85,1.05,1.97,16.18,0.0
455310,한화플러스제4호스팩                     ST3101400000000 NN N    Y  0  N    N0000020850000100001NNN00NNN000000100N0900000000080340000000001002023090700000000000506000000000000050600000012       0 NN000000000-00,106.0,48.49,1.03,2.16,19.56,0.0
455900,엔젤로보틱스                            ST2100910270000 NN N    N  0  N    N0000294000000100001NNN00NNN000000100N0900000002277320000000005002024032600000000001518300000000000759156550012       0 NN000000042,4714.0,-45.26,11.54,-40.84,8.8,0.0
455910,에스케이증권제9호스팩                   ST3101400000000 NN N    Y  0  N    N0000020950000100001NNN00NNN000000100N0900000000032920000000001002023072100000000000502000000000000050200000012       0 NN0000000000000,105.0,58.19,1.14,2.0,9.89,0.0
456010,아이씨티케이                            ST3100910280000 NN N    N  0  N    N0000199500000100001NNN00NNN000000100N0900000080410810000000005002024051700000000001342000000000000671033800012       0 NN000000012,2731.0,-43.58,6.28,-31.8,80.54,0.0
456070,이엔셀                                  ST3100910240000 NN N    N  0  N    N0000117300000100001NNN00NNN000000100N0900000000697840000000005002024082300000000001090100000000000545090250012       0 NN000000,1270.0,-7.29,2.6,-35.3,15.73,0.0
456160,지투지바이오                            ST0100910240000 NN N    N  0  N    N0001769000000100001NNN00NNN000000100N0900000002765230000000005002025081400000000000541900000000000270976100012       0 NN000000008,9051.0,-6.2,-4.52,0.0,0.0,0.0
456490,교보14호스팩                            ST3101400000000 NN N    Y  0  N    N0000022400000100001NNN00NNN000000100N0900000000207650000000001002023070600000000000420000000000000042000000012       0 NN00000000,94.0,67.88,1.12,1.67,21.1,0.0
457370,한켐                                    ST3100910230000 NN N    N  0  N    N0000086800000100001NNN00NNN000000100N0900000000465060000000005002024102200000000000802700000000000401356700012       0 NN00000,702.0,10.22,1.27,15.21,14.29,0.0
